original_text,translated_text,experience
"डिवाइस हार्ट रेट सेंसर स्‍लीप साइकल , एक्‍सरसाइज रूटीन फॉलो ।","Follow the device heart rate sensor squeeze cycle, exercise routine.",neutral
अग्ली कुरूपता समझने इन गीतों फिल्म देखने सुन लें नजरिया संदर्भ मिल जाएगा ।,Listen to these songs to understand the film AGLI ugliness will be found.,neutral
आधुनिक घड़ी हार्ट सेंसर मदद आपके दिल स्वास्थ्य पता लगाती ।,Modern clock heart sensor help your heart health detects.,neutral
निराशानजक कारण बातें अविश्वसनीय सी लगती ।,The disappointing reason seemed incredible.,negative
डिंपल छोटी भूमिकाओं प्रभावित करती रही ।,Dimple continued to affect small roles.,positive
"लॉन्च समय , एयरटेल पॉकेट टीवी सर्विस 150 चैनल दे ।","Launch time, give Airtel Pocket TV Service 150 Channel.",neutral
नेशनल पार्क मैंग्रोव जंगल दुनिया बड़ा मैंग्रोव जंगल घिरा ।,The National Park Mangrove Jungle World Bada Mangrove Jungle surrounded.,neutral
टिकट कीमत ई वॉलेड मोबाइल भुगतान प्रणाली जरिए ऑनलाइन लोड चुका ।,Ticket price E Walled has loaded online through mobile payment system.,neutral
लाल सफेद कलर थीम कम्बिनेशन एयरटेल सुंदर ट्रेडमार्क ।,Red white color theme combination Airtel Beautiful Trademark.,positive
"सिर्फ कमी , डिस्प्ले रेजोल्यूशन थोड़ा कम ।","Just reduction, slightly less display resolution.",negative
एमपी4 वीडियो फाइल्स बिना परेशानी अच्छी चलते ।,MP4 video files go without hassle.,positive
पांच मेगापिक्सल कैमरा ।,Five megapixel camera.,neutral
इतनी कीमत यां पैसे डालकर इससे कहीं बेहतर लैपटाप मिल ।,Get such a price or better laptop by putting money.,negative
78 एमएम पतले हैंडसेट वजन 130 ग्राम ।,78 mm thin handset weight 130 grams.,neutral
डेल भारत नए ऎसे दमदार नोटबुक लॉन्च किए शानदार परफोर्मेश ।,Dale India launched the new such strong notebook launched great performance.,positive
वॉशिंग मशीन टेक्सट मैसेज कपड़े धोने बोलते काम शुरू देती ।,Washing machine texted messages would start working while washing clothes.,neutral
"5 गोल्‍डेन डॉट्स , चार्जिंग प्‍वॉइंट्स रिप्रेसेंट ।","5 Golden Dots, Charging Points Repressant.",neutral
नतीजतन फिल्म विषय ढंग पेश पाती ।,"As a result, the film would be able to present the subject matter.",negative
आकर्षक डिस्प्ले ।,Attractive display.,positive
कैमरा 6x डिजीटल जूम सपोर्ट ।,Camera 6X digital zoom support.,neutral
हमने बाबत चेक रिजल्ट्स काफी पॉजिटिव मिले ।,We found check results quite positive in this regard.,positive
पर्याप्त बास पोक्र्यूपिन हेट सॉन्ग्स मैसिव अटैक एंजल ट्रैक्स समझा ।,Adequate Bass Pokriupin Hate Songs Massive Attack Angel Tracks.,neutral
